iata,longitude,latitude,region
MWX,126.382814,34.991406,Pacific
MWY,141.886002,-17.328899,Other
MWZ,32.93270111,-2.444489956,Atlantic
MXA,-90.154602,35.894402,Other
MXB,120.324342,-2.558031,Other
MXC,-109.341225,37.93243,Other
MXD,139.649663,-23.363702,Other
MXE,-79.365799,34.791901,Other
MXF,-86.365799,32.3829,Other
MXH,143.2380066,-6.363329887,Other
MXI,126.27368,6.949091,Other
MXJ,6.462259769,9.652170181,Other
MXK,147.4411389,-6.471666667,Other
MXL,-115.242805,32.630629,Mexico
MXM,43.374753,-21.753837,Other
MXN,-3.815779924,48.60319901,Atlantic
MXO,-91.1633,42.220402,Other
MXP,8.72811,45.6306,Atlantic
MXQ,-38.91,-13.389444,South
MXR,33.641,49.932,Other
MXS,-172.257996,-13.7423,Other
MXT,44.033001,-18.049999,Other
MXU,115.516998,-28.475,Other
MXV,100.098999,49.66329956,Pacific
MXW,106.2689972,45.73809814,Other
MXX,14.5114,60.957901,Other
MXY,-142.904007,61.43709946,Other
MXZ,116.097857,24.263425,Pacific
MYA,150.1439972,-35.89780045,Pacific
MYB,10.676539,-3.458372,Other
MYC,-67.649422,10.249978,Other
MYD,40.10169983,-3.229310036,Atlantic
MYE,139.5599976,34.07360077,Other
MYF,-117.139999,32.8157,Other
MYG,-73.013494,22.379499,Caribbean
MYH,-111.647003,36.8125,Other
MYI,144.054644,-9.915105,Pacific
MYJ,132.6999969,33.82720184,Pacific
MYK,-142.686996,61.335701,Other
MYL,-116.101112,44.888837,Other
MYM,-59.603126,4.452267,Other
MYN,45.327272,15.469228,Other
MYO,124.270261,-18.123996,Other
MYP,61.895668,37.62353,Atlantic
MYQ,76.655833,12.23,Atlantic
MYR,-78.928299,33.679699,Domestic
MYS,39.0433,3.5623,Other
MYT,97.351898,25.3836,Pacific
MYU,-166.269751,60.372338,Domestic
MYV,-121.5699997,39.09780121,Other
MYW,40.181997,-10.336204,Atlantic
MYX,146.0193611,-7.211666667,Other
MYY,113.987,4.32201,Pacific
MYZ,34.91970062,-14.08360004,Other
MZA,-74.535598,-11.3254,South
MZB,40.3549,-11.3618,Other
MZC,11.55,0.783,Other
MZD,-78.3167038,-2.733330011,Other
MZE,-89.0238,17.27846,Other
MZG,119.627998,23.568701,Pacific
MZH,35.521999,40.829399,Atlantic
MZI,-4.07956,14.5128,Other
MZJ,-111.3280029,32.51060104,Other
MZK,173.270996,2.05861,Pacific
MZL,-75.4647,5.0296,Central
MZN,144.686586,-5.902962,Other
MZO,-77.087545,20.288605,Other
MZP,172.988998,-41.123299,Other
MZQ,32.04430008,-27.62610054,Other
MZR,67.209702,36.706902,Atlantic
MZS,78.92187,28.81746,Other
MZT,-106.264572,23.161474,Mexico
MZU,85.313698,26.119101,Other
MZV,114.8050003,4.04832983,Pacific
MZW,-0.242353007,33.53590012,Atlantic
MZY,22.055676,-34.158746,Other
MZZ,-85.67970276,40.48989868,Other
NAA,149.8269959,-30.31920052,Pacific
NAC,140.725006,-36.985298,Other
NAD,-67.62189,2.80898,Other
NAE,1.360507,10.376965,Other
NAF,117.1259995,2.723050117,Other
NAG,79.047203,21.092199,Atlantic
NAH,125.527162,3.68478,Pacific
NAI,-59.124199,3.95944,Other
NAJ,45.45840073,39.18880081,Atlantic
NAK,102.313004,14.9495,Other
NAL,43.63660049,43.51290131,Atlantic
NAM,126.976469,-3.143159,Pacific
NAN,177.4429932,-17.7553997,Pacific
NAO,106.16415,30.798104,Pacific
NAP,14.2908,40.886002,Atlantic
NAQ,-69.388702,77.488602,Atlantic
NAR,-74.5906,6.21002,Other
NAS,-77.466202,25.039,Caribbean
NAT,-35.366578,-5.769804,South
NAU,-141.266112,-14.177397,Pacific
NAV,34.5345,38.7719,Atlantic
NAW,101.7429962,6.519919872,Pacific
NAY,116.37236,39.48595,Other
NAZ,162.2049,-10.6758,Other
NBA,145.2424,-6.2412,Other
NBB,-69.808151,3.490691,Other
NBC,52.092499,55.564701,Atlantic
NBE,10.438611,36.075833,Atlantic
NBG,-90.03500366,29.82530022,Other
NBH,152.984233,-30.673058,Other
NBJ,13.499078,-9.050734,Atlantic
NBL,-78.139848,9.273476,Other
NBN,5.624163,-1.408615,Atlantic
NBO,36.92779922,-1.319239974,Atlantic
NBS,127.602222,42.066944,Pacific
NBW,-75.2071,19.9065,Other
NBX,135.393071,-3.397973,Pacific
NCA,-71.942954,21.916094,Caribbean
NCE,7.21587,43.658401,Atlantic
NCG,-107.875,30.3974,Other
NCH,38.779202,-10.3575,Other
NCI,-76.779326,8.454429,Other
NCJ,-61.5283,-30.9575,Other
NCL,-1.689577,55.037958,Atlantic
NCN,-147.99468,60.077602,Other
NCO,-71.41210175,41.5970993,Other
NCR,-84.768727,11.13556,Other
NCS,29.9769001,-27.77059937,Other
NCT,-85.445801,10.1394,Other
NCU,59.623299,42.4884,Atlantic
NCY,6.0987,45.928947,Other
NDA,129.9054,-4.5214,Other
NDB,-17.03000069,20.93309975,Atlantic
NDC,77.316704,19.1833,Atlantic
NDD,13.8475,-11.1679,Other
NDE,41.844437,3.934045,Atlantic
NDF,14.982432,-9.280378,Other
NDG,123.9179993,47.23960114,Pacific
NDI,148.3294167,-9.47375,Other
NDJ,15.034,12.1337,Atlantic
NDK,168.125631,5.633005,Other
NDL,20.63515663,8.427206039,Other
NDM,35.099998,9.767,Other
NDN,147.68425,-9.143555556,Other
NDR,-3.02821,34.9888,Atlantic
NDS,119.2969971,-27.97999954,Other
NDU,19.71940041,-17.9564991,Atlantic
NDY,-2.57667,59.250301,Other
NEC,-58.816337,-38.490746,Other
NEG,-78.334164,18.341712,Other
NEI,136.5912,45.0825,Pacific
NEJ,35.466995,9.55,Other
NEK,36.613154,9.034333,Atlantic
NEL,-74.353302,40.03329849,Other
NEN,-81.87190247,30.35390091,Other
NER,124.9140015,56.91389847,Pacific
NEU,104.067001,20.4184,Pacific
NEV,-62.58990097,17.20569992,Caribbean
NEW,-90.02829742,30.04240036,Other
NFG,72.650002,61.108299,Other
NFL,-118.7009964,39.41659927,Other
NFO,-175.631283,-15.570603,Pacific
NFR,21.5924,29.2132,Other
NGA,148.248001,-34.2556,Other
NGB,121.461998,29.82670021,Pacific
NGD,-64.32852,18.727734,Other
NGE,13.55920029,7.357009888,Atlantic
NGF,-157.768005,21.4505,Other
NGI,179.3399963,-18.11560059,Other
NGK,143.141785,51.783955,Pacific
NGL,31.326,-24.389,Other
NGO,136.804993,34.858398,Pacific
NGP,-97.2911,27.6926,Other
NGQ,80.053971,32.09794,Pacific
NGS,129.914001,32.916901,Pacific
NGU,-76.289299,36.937599,Other
NGW,-97.440578,27.704426,Other
NGX,84.089203,28.641399,Other
NHD,55.36619949,25.02680016,Other
NHF,35.727798,15.3556,Other
NHK,-76.411797,38.285999,Other
NHT,-0.418167,51.553001,Other
NHV,-140.229004,-8.7956,Pacific
NHX,-87.63529968,30.38909912,Other
NHZ,-69.93859863,43.89220047,Other
NIA,-8.584514,7.494459,Other
NIB,-154.360399,63.017949,Other
NIF,121.586998,-21.6717,Other
NIG,176.4100037,-1.314440012,Pacific
NIK,-12.727162,13.052014,Other
NIM,2.18361,13.4815,Atlantic
NIN,-151.589005,60.020199,Other
NIO,17.685735,-2.717453,Other
NIP,-81.680603,30.2358,Other
NIQ,-53.662945,70.789385,Atlantic
NIR,-97.661917,28.362444,Other
NIS,151.9977778,-2.662222222,Other
NIT,-0.394529,46.313477,Other
NIU,-146.368768,-16.119296,Pacific
NIX,-9.57611,15.2381,Other
NJA,139.449997,35.454601,Other
NJC,76.483597,60.949299,Atlantic
NJF,44.404317,31.989853,Atlantic
NJJ,125.337052,49.236372,Other
NJK,-115.671996,32.829201,Other
NKA,9.75364,0.3843,Other
NKB,124.8519974,-18.49469948,Other
NKC,-15.969722,18.31,Atlantic
NKD,137.839208,-3.822249,Other
NKG,118.865949,31.735032,Pacific
NKI,-133.227994,55.849602,Domestic
NKL,14.8169,-5.421,Other
NKM,136.924095,35.255759,Pacific
NKN,146.4533,-5.837,Other
NKO,44.453654,-16.594919,Other
NKP,-143.045933,-20.700054,Other
NKT,42.0582,37.3647,Atlantic
NKU,28.19689941,-30.02169991,Other
NKW,72.411102,-7.31327,Other
NKX,-117.1429977,32.86840057,Other
NKY,13.286347,-4.223077,Other
NLA,28.516667,-12.961667,Atlantic
NLC,-119.9520035,36.33300018,Other
NLD,-99.570503,27.443899,Mexico
NLE,-86.22519684,41.83589935,Other
NLF,143.780276,-9.579176,Pacific
NLG,-161.160004,56.0075,Domestic
NLH,100.7593,27.5403,Pacific
NLI,140.649994,53.154999,Pacific
NLK,167.939616,-29.041887,Pacific
NLL,120.197998,-21.91329956,Other
NLN,-123.927298,40.718639,Other
NLO,15.32750034,-4.326660156,Other
NLP,30.91379929,-25.5,Other
NLS,128.8999939,-18.04999924,Other
NLT,83.3786,43.4318,Pacific
NLU,-99.0257,19.7357,Mexico
NLV,31.9198,47.057899,Other
NMA,71.556702,40.9846,Atlantic
NMB,72.843201,20.434401,Other
NMC,-76.820198,24.594299,Other
NME,-164.70407,60.469129,Domestic
NMF,73.469181,5.818394,Atlantic
NMG,-78.934214,8.456507,Other
NMI,73.065253,18.984597,Other
NML,-111.5739975,57.05559921,Other
NMN,145.070667,-6.32183,Other
NMP,145.773,-19.2,Other
NMR,141.158416,-27.549201,Other
NMS,97.73590088,20.89049911,Other
NMT,97.383003,23.083,Other
NNA,-6.59588,34.298901,Other
NNB,162.454108,-10.847994,Pacific
NND,39.68,-11.073,Other
NNG,108.175335,22.608544,Pacific
NNI,16.9272,-18.8064,Other
NNK,-157.02216,58.735633,Other
NNL,-154.839005,59.980202,Domestic
NNM,53.121899,67.639999,Atlantic
NNR,-9.467780113,53.2303009,Other
NNT,100.7829971,18.80789948,Pacific
NNU,-40.329662,-17.823158,Other
NNX,117.669546,4.134001,Other
NNY,112.617467,32.982696,Pacific
NOA,150.542451,-34.9466,Other
NOB,-85.65299988,9.976490021,Central
NOC,-8.81849,53.910301,Atlantic
NOD,7.190278,53.633057,Other
NOG,-110.976934,31.225756,Other
NOI,37.999071,44.962905,Other
NOJ,75.26999664,63.18330002,Atlantic
NOK,-52.347246,-14.697778,Other
NOM,142.234167,-6.294,Other
NON,174.427994,-0.639722,Pacific
NOO,147.621352,-9.254455,Other
NOP,35.071774,42.018313,Atlantic
NOR,-13.7464,65.131897,Other
NOS,48.3148,-13.3121,Atlantic
NOT,-122.5559998,38.14360046,Other
NOU,166.212997,-22.014601,Pacific
NOV,15.7605,-12.8089,Atlantic
NOZ,86.877197,53.811401,Atlantic
NPA,-87.318604,30.352699,Other
NPE,176.869995,-39.465801,Pacific
NPG,143.4531,-6.1454,Other
NPH,-111.870063,39.73681,Other
NPL,174.1790009,-39.00859833,Pacific
NPO,111.746155,-0.34864,Other
NPP,132.7632,-22.5312,Other
NPR,-55.400833,-7.125833,Other
NPT,-71.281502,41.532398,Other
NPU,-76.375006,8.289325,Other
NPY,31.084116,-6.355374,Atlantic
NQA,-89.8703,35.356701,Other
NQI,-97.80970001,27.50720024,Other
NQL,-48.491615,-14.434869,Other
NQN,-68.155701,-38.949001,South
NQT,-1.07917,52.919998,Other
NQU,-77.261868,5.710348,Central
NQX,-81.68890381,24.57579994,Other
NQY,-4.99541,50.440601,Atlantic
NQZ,71.467094,51.027035,Atlantic
NRA,146.5119934,-34.70220184,Pacific
NRB,-81.424698,30.3911,Other
NRD,7.23,53.706944,Other
NRE,126.700902,-3.85522,Pacific
NRG,117.080002,-32.93,Other
NRI,-94.86190033,36.57759857,Other
NRK,16.25060081,58.5862999,Atlantic
NRL,-2.434439898,59.36750031,Other
NRM,-7.261965,15.22913,Other
NRN,6.142169952,51.60240173,Atlantic
NRR,-65.643402,18.2453,Caribbean
NRS,-117.116997,32.5667,Other
NRT,140.386002,35.764702,Pacific
NRY,129.2638,-16.0442,Other
NSB,-79.25,25.767,Caribbean
NSE,-87.02189636,30.7241993,Other
NSH,51.46273,36.664286,Atlantic
NSI,11.5533,3.72256,Atlantic
NSK,87.3321991,69.31109619,Atlantic
NSL,-95.7826,43.986801,Other
NSM,121.758127,-32.203,Other
NSN,173.220993,-41.298302,Pacific
NSO,150.831966,-32.038012,Other
NSQ,-57.065037,74.109853,Atlantic
NSR,-42.644656,-9.083392,South
NST,99.94470215,8.539620399,Pacific
NSV,153.064935,-26.423177,Other
NTB,9.213152,59.565071,Other
NTC,35.33800125,-21.61499977,Other
NTD,-119.1210022,34.12030029,Other
NTE,-1.61073,47.153198,Atlantic
NTG,120.980076,32.073566,Pacific
NTI,133.5164,-2.1033,Other
NTJ,-111.6149979,39.32910156,Other
NTL,151.8339996,-32.79499817,Pacific
NTN,141.069664,-17.68409,Pacific
NTO,-25.09059906,17.20280075,Other
NTQ,136.962006,37.293098,Pacific
NTR,-100.237,25.865601,Other
NTT,-173.791089,-15.977297,Pacific
NTU,-76.033501,36.820702,Other
NTX,108.388,3.90871,Pacific
NTY,27.173401,-25.333799,Other
NUA,80.77927,6.95605,Other
NUB,135.716995,-14.2717,Other
NUD,28.410841,12.735513,Other
NUE,11.078056,49.498699,Atlantic
NUF,80.584,6.86,Other
NUG,154.7383,-3.4075,Other
NUH,-72.2,5.65,Other
NUI,-151.005998,70.209999,Domestic
NUJ,48.6534,35.211601,Other
NUK,-138.768367,-19.284613,Pacific
NUL,-158.074005,64.729301,Domestic
NUM,35.28874,27.927598,Atlantic
NUP,-162.440454,60.905591,Domestic
NUQ,-122.049004,37.4161,Other
NUR,130.9019928,-31.44169998,Other
NUS,167.401001,-16.0797,Pacific
NUU,36.159302,-0.298067,Other
NUW,-122.655998,48.351799,Other
NUX,76.52030182,66.06939697,Atlantic
NVA,-75.294,2.95015,Central
NVD,-94.304901,37.8521,Other
NVI,65.170799,40.117199,Atlantic
NVM,-56.038591,-13.821021,Other
NVN,-120.352997,39.818501,Other
NVP,-60.364899,-5.11803,Other
NVS,3.113114,47.002913,Other
NVT,-48.650979,-26.879431,South
NVY,79.527382,11.612956,Other
NWA,43.766399,-12.2981,Other
NWH,-72.189301,43.3881,Other
NWI,1.28278,52.6758,Atlantic
NWT,149.7291667,-9.984166667,Other
NYA,65.614998,62.110001,Atlantic
NYE,36.978485,-0.364414,Other
NYG,-77.305298,38.501701,Other
NYI,-2.32876,7.36183,Other
NYK,37.041008,-0.062399,Other
NYM,72.69889832,65.48090363,Atlantic
NYN,147.202973,-31.550645,Other
NYO,16.912201,58.788601,Atlantic
NYR,118.341953,63.296703,Pacific
NYS,-73.972814,40.735061,Other
NYT,96.200996,19.623501,Pacific
NYU,94.93019867,21.17880058,Pacific
NYW,95.093479,22.221638,Pacific
NZA,21.35820007,-7.716939926,Other
NZC,-74.961502,-14.854,Other
NZE,-8.702073,7.810413,Other
NZG,109.595001,55.8008,Atlantic
NZH,117.33,49.566667,Pacific
NZL,122.768662,47.865942,Pacific
NZY,-117.2149963,32.69919968,Other
OAA,69.07794,33.922217,Other
OAG,149.131262,-33.382014,Pacific
OAH,62.261002,33.3913,Other
OAI,69.264999,34.946098,Other
OAJ,-77.612099,34.829201,Domestic
OAK,-122.221184,37.720085,Domestic
OAL,-61.4508,-11.496,South
OAM,171.082001,-44.970001,Other
OAN,-86.574722,15.505556,Other
OAR,-121.762001,36.68190002,Other
OAS,68.838517,33.12575,Other
OAX,-96.72197,17.000814,Mexico
OAZ,64.223175,31.848735,Other
OBC,43.26699829,11.96700001,Other
OBD,136.2306,-3.9106,Other
OBE,-80.84980011,27.26280022,Other
OBF,11.2831,48.081402,Other
OBI,-55.514596,-1.867981,Other
OBL,4.762428,51.269092,Other
OBM,147.59,-7.74,Other
OBN,-5.39967,56.463501,Atlantic
OBO,143.2169952,42.73329926,Pacific
OBS,4.372194,44.544367,Other
OBU,-156.897003,66.9123,Domestic
OBX,141.3242626,-7.590622421,Other
OBY,-21.97168,70.488229,Atlantic
OCA,-80.27480316,25.3253994,Other
OCC,-76.986801,-0.462886,Central
OCE,-75.12400055,38.3103981,Other
OCF,-82.22419739,29.17259979,Other
OCH,-94.70950317,31.57799911,Other
OCJ,-76.969754,18.404079,Caribbean
OCM,117.275,-22.54,Other
OCN,-117.351683,33.217947,Other
OCS,9.3304,0.9125,Other
OCV,-73.3583,8.31506,Other
OCW,-77.04979706,35.57049942,Other
ODA,22.39859962,8.010560036,Other
ODB,-4.84888,37.841999,Atlantic
ODC,-120.8000031,37.75630188,Other
ODD,135.442946,-27.562473,Other
ODE,10.327206,55.475307,Atlantic
ODH,-0.942825,51.2341,Other
ODJ,22.78300095,8.899999619,Other
ODL,140.6380005,-26.74530029,Other
ODM,-79.33573,39.580819,Other
ODN,115.067303,3.976087,Pacific
ODO,114.2429962,57.86610031,Atlantic
ODR,128.9120026,-17.34079933,Other
ODS,30.6765,46.4268,Other
ODT,-102.387001,31.920601,Other
ODW,-122.6740036,48.25149918,Other
ODY,101.9940033,20.6826992,Pacific
OEA,-87.543138,38.68521,Other
OEC,124.343002,-9.19806,Pacific
OEM,-55.443707,3.346051,Other
OEO,-92.69190216,45.31000137,Other
OER,18.98999977,63.40829849,Atlantic
OES,-65.0343,-40.7512,Other
OFF,-95.90851,41.119307,Other
OFI,-4.05,9.6,Other
OFJ,-18.6667,66.083298,Other
OFK,-97.43509674,41.98550034,Other
OFU,-169.669998,-14.1844,Other
OGA,-101.769997,41.119499,Other
OGB,-80.85949707,33.45679855,Other
OGD,-112.012001,41.19589996,Domestic
OGE,147.3641667,-6.46675,Other
OGG,-156.431837,20.896263,Pacific
OGL,-58.1059,6.80628,Caribbean
OGM,-77.93385,9.1383,Other
OGN,122.979827,24.467298,Pacific
OGO,-3.47028,6.71556,Other
OGR,15.379561,10.288345,Other
OGS,-75.4655,44.6819,Domestic
OGU,38.085995,40.966872,Atlantic
OGV,15.915003,-19.328533,Atlantic
OGX,5.41278,31.9172,Atlantic
OGZ,44.606602,43.205101,Atlantic
OHA,175.3880005,-40.20600128,Other
OHB,48.21819444,-18.9175,Other
OHD,20.7423,41.18,Atlantic
OHE,122.422759,52.916871,Pacific
OHH,142.881426,53.516446,Pacific
OHI,15.6993,-17.797,Other
OHO,143.056503,59.410065,Other
OHR,8.528333,54.684444,Other
OHS,56.62541,24.38604,Atlantic
OHT,71.44000244,33.56999969,Other
OIA,-51.04993,-6.762992,South
OIC,-75.52410126,42.5666008,Other
OIM,139.3600006,34.7820015,Other
OIR,139.4329987,42.07170105,Pacific
OIT,131.7369995,33.47940063,Pacific
OJC,-94.73760223,38.84759903,Other
OJU,121.628625,-0.865437,Pacific
OKA,127.646004,26.195801,Pacific
OKB,153.3150024,-24.95940018,Other
OKC,-97.598248,35.393388,Domestic
OKD,141.38134,43.117447,Pacific
OKE,128.705564,27.431604,Pacific
OKF,15.9119,-19.1492,Other
OKG,15.07330036,-1.448330045,Other
OKI,133.323566,36.178388,Pacific
OKJ,133.854996,34.756901,Pacific
OKK,-86.05899811,40.52819824,Other
OKL,140.6277,-4.9071,Pacific
OKM,-95.94869995,35.66809845,Other
OKN,13.6731,-0.665214,Other
OKO,139.348007,35.748501,Other
OKP,142.2259,-5.2261,Other
OKQ,139.7233,-8.0946,Other
OKR,143.405673,-9.752801,Pacific
OKS,-102.355003,41.401001,Other
OKT,53.388302,54.439999,Other
OKU,17.059401,-18.812799,Atlantic
OKV,141.0327778,-5.556666667,Other
OKY,151.736727,-27.409262,Other
OLA,9.604000092,63.69889832,Atlantic
OLB,9.51763,40.898701,Atlantic
OLC,-68.921056,-3.46907,Other
OLD,-68.674301,44.952801,Other
OLE,-78.371399,42.241199,Other
OLF,-105.574997,48.094501,Domestic
OLG,35.246106,-1.324213,Other
OLH,-153.270004,57.218102,Domestic
OLI,-23.823099,64.9114,Other
OLJ,166.5579987,-14.88169956,Other
OLK,-57.882935,-21.045724,Other
OLL,15.91,-1.226666,Other
OLM,-122.903,46.969399,Other
OLN,-69.077,-45.5752,Other
OLO,17.209275,49.587712,Other
OLP,136.876699,-30.483861,Pacific
OLQ,141.5152778,-5.389722222,Other
OLR,69.9561,33.3638,Other
OLS,-110.848,31.4177,Other
OLU,-97.340174,41.448145,Other
OLV,-89.78690338,34.97869873,Other
OLX,35.110689,-1.408586,Other
OLY,-88.176399,38.721802,Other
OLZ,120.476094,60.401833,Pacific
OMA,-95.894096,41.3032,Domestic
OMB,9.26269,-1.57473,Other
OMC,124.565622,11.057715,Other
OMD,16.446699,-28.5847,Other
OME,-165.4450073,64.5121994,Domestic
OMF,36.259201,32.3564,Other
OMG,22.189699,-18.0303,Other
OMH,45.06869888,37.66809845,Atlantic
OMI,49.534901,30.835199,Other
OMJ,129.934168,32.928046,Other
OMK,-119.5179977,48.46440125,Other
OMM,55.179005,18.138999,Atlantic
OMN,68.41103,40.01402,Atlantic
OMO,17.84589958,43.28290176,Atlantic
OMR,21.90250015,47.02529907,Atlantic
OMS,73.3105011,54.96699905,Atlantic
OMY,104.97173,13.7597,Other
ONA,-91.708298,44.077202,Other
ONB,147.2624167,-8.674361111,Other
OND,15.9526,-17.878201,Other
ONG,139.1779938,-16.66250038,Pacific
ONH,-75.0644,42.5247,Other
ONI,136.037704,-4.00659,Other
ONJ,140.371002,40.191898,Pacific
ONK,112.480003,68.514999,Pacific
ONL,-98.686989,42.468916,Other
ONM,-106.903,34.022499,Other
ONO,-117.013289,44.0198,Other
ONP,-124.057999,44.580399,Other
ONQ,32.0886,41.506401,Atlantic
ONR,140.5330048,-24.81669998,Other
ONS,115.114902,-21.670161,Pacific
ONT,-117.600998,34.056,Domestic
ONU,-178.7411,-20.6589,Other
ONX,-79.867401,9.35664,Other
ONY,-98.819199,33.350899,Other
OOA,-92.493896,41.2262,Other
OOD,119.07683,-22.504291,Other
OOK,-165.087006,60.541401,Domestic
OOL,153.506641,-28.165962,Pacific
OOM,148.972408,-36.300445,Pacific
OOR,140.9830017,-25.25,Other
OOT,175.526001,-1.79611,Pacific
OPA,-16.4667,66.310799,Other
OPB,151.696195,-4.794727,Other
OPF,-80.278397,25.907,Other
OPI,133.005997,-12.325,Other
OPL,-92.099403,30.558399,Other
OPO,-8.681389809,41.24810028,Atlantic
OPP,-47.336111,-0.696111,South
OPS,-55.586109,-11.885001,South
OPU,142.9329987,-8.050000191,Other
OPW,13.85047,-18.061424,Other
OQN,70.989144,40.447183,Atlantic
ORA,-64.329201,-23.1528,Other
ORB,15.03800011,59.22370148,Atlantic
ORC,-71.3564,4.79222,Other
ORD,-87.9048,41.9786,Domestic
ORE,2.164478,47.897758,Other
ORF,-76.201,36.895341,Domestic
ORG,-55.1913,5.811131,Other
ORH,-71.875702,42.2673,Domestic
ORI,-152.847719,57.884905,Domestic
ORJ,-60.035,4.72527,Other
ORK,-8.49111,51.841301,Atlantic
ORL,-81.332901,28.5455,Other
ORM,-0.793056,52.305302,Other
ORN,-0.621183,35.623901,Atlantic
ORO,-87.135,15.1275,Other
ORP,25.319667,-21.265901,Other
ORR,137.619295,-35.003564,Other
ORT,-141.929001,62.9613,Domestic
ORU,-67.076202,-17.962601,South
ORV,-161.018997,66.817902,Domestic
ORW,64.588343,25.276625,Other
ORX,-55.836201,-1.71408,Other
ORY,2.37944,48.72333,Atlantic
ORZ,-88.583858,18.046767,Other
OSB,-92.680496,38.1105,Other
OSC,-83.394096,44.451599,Other
OSD,14.500322,63.194135,Atlantic
OSE,147.0806389,-7.827777778,Other
OSF,37.507222,55.511667,Other
OSG,141.2973056,-2.915555556,Other
OSH,-88.55699921,43.9844017,Other
OSI,18.811278,45.462355,Atlantic
OSJ,35.378453,-1.378382,Other
OSK,16.497999,57.350498,Other
OSL,11.1004,60.193901,Atlantic
OSM,43.1474,36.305801,Other
OSN,127.029448,37.091457,Other
OSO,140.5549927,-22.08169937,Other
OSR,18.111099,49.696301,Atlantic
OSS,72.793297,40.609001,Atlantic
OST,2.874673,51.1998,Atlantic
OSU,-83.072998,40.0798,Other
OSW,58.5956,51.072498,Atlantic
OSX,-89.542,33.090302,Other
OSY,11.5786,64.472198,Atlantic
OTC,14.739254,13.443574,Other
OTD,-79.034698,8.62876,Other
OTG,-95.577364,43.65477,Other
OTH,-124.2460022,43.417099,Domestic
OTI,128.324997,2.04599,Pacific
OTJ,16.660801,-20.4347,Other
OTK,-123.814003,45.41820145,Other
OTL,-14.71412,17.52832,Other
OTM,-92.449837,41.106368,Other
OTN,-87.49987,38.851782,Other
OTO,107.98889,39.03139,Other
OTP,26.103396,44.572127,Atlantic
OTQ,107.3905,38.1712,Other
OTR,-82.968754,8.60156,Other
OTS,-122.662513,48.498513,Other
OTT,-58.581944,-9.898611,Other
OTU,-74.715398,7.010532,Other
OTZ,-162.598999,66.88469696,Domestic
OUA,-1.51242,12.3532,Atlantic
OUD,-1.926041,34.789558,Atlantic
OUE,16.037901,1.61599,Other
OUG,-2.322067,13.655287,Other
OUH,22.18899918,-33.60699844,Other
OUI,-5.06358,48.4632,Other
OUL,25.354601,64.930099,Atlantic
OUM,19.710256,13.278244,Other
OUN,-97.472099,35.2456,Other
OUR,14.3625,4.475,Other
OUS,-49.912049,-22.966598,Other
OUT,16.716999,10.483,Other
OUZ,-12.482228,22.757345,Atlantic
OVA,45.30452728,-24.23569475,Other
OVB,82.618675,55.019756,Atlantic
OVD,-6.03462,43.563599,Atlantic
OVE,-121.6220016,39.4878006,Other
OVG,20.252438,-34.563474,Other
OVL,-71.175598,-30.5592,Other
OVR,-60.216599,-36.889999,Other
OVS,63.60191345,61.32662201,Atlantic
OWA,-93.260597,44.123402,Other
OWB,-87.16680145,37.74010086,Domestic
OWD,-71.17289734,42.19049835,Domestic
OWK,-69.866501,44.7155,Other
OXB,-15.65369987,11.89480019,Atlantic
OXC,-73.1352005,41.47859955,Other
OXD,-84.78440094,39.50230026,Other
OXF,-1.32,51.836899,Other
OXO,141.5361,-28.0598,Other
OXR,-119.2070007,34.20080185,Other
OXY,141.4329987,-25.35829926,Other
OYA,-59.2189,-29.1058,Other
OYC,-52.336142,3.172847,Caribbean
OYE,11.58139992,1.543110013,Atlantic
OYG,31.762762,3.6444,Other
OYK,-51.797056,3.85412,Other
OYL,39.101398,3.46972,Other
OYN,142.354778,-35.088819,Other
OYO,-60.3297,-38.3869,Other
OYP,-51.8041,3.8976,Other
OZA,-101.2030029,30.73530006,Other
OZC,123.842003,8.17851,Pacific
OZG,-5.853341,30.263858,Atlantic
OZH,35.31570053,47.86700058,Other
OZP,-5.615940094,37.17490005,Other
OZR,-85.71340179,31.27569962,Other
OZZ,-6.909430027,30.93910027,Atlantic
PAA,97.674599,16.8937,Other
PAB,82.111,21.9884,Atlantic
PAC,-79.555603,8.97334,Central
PAD,8.61632,51.614101,Atlantic
PAE,-122.281998,47.9063,Domestic
PAF,31.497698,2.326563,Atlantic
PAG,123.459635,7.825632,Pacific
PAH,-88.77380371,37.06079865,Domestic
PAJ,70.071602,33.9021,Other
PAK,-159.602997,21.8969,Other
PAL,-74.6574,5.48361,Other
PAM,-85.575401,30.069599,Other
PAN,101.153999,6.78546,Other
PAO,-122.114998,37.461102,Other
PAP,-72.292596,18.580023,Caribbean
PAQ,-149.08901,61.594898,Other
PAS,25.113195,37.020495,Atlantic
PAT,85.087997,25.591299,Atlantic
PAU,94.4869,21.4492,Other
PAV,-38.250599,-9.40088,Other
PAX,-72.84801,19.934045,Other
PAY,117.404795,5.996571,Other
PAZ,-97.46080017,20.60269928,Mexico
PBA,-38.939999,-13.5648,South
PBB,-51.19940186,-19.65119934,Other
PBC,-98.371582,19.158465,Mexico
PBD,69.656405,21.649524,Atlantic
PBE,-74.4105,6.46034,Other
PBF,-91.935643,34.174121,Other
PBG,-73.4681015,44.65090179,Domestic
PBH,89.424599,27.4032,Atlantic
PBI,-80.095596,26.683201,Domestic
